name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;361;0;453;3075;1165;3075;980;0
header;254;236;254;273;1886;273;1886;236
A;445;222;445;223;448;223;448;222
B;542;532;542;551;556;551;556;532
B;841;624;841;641;850;641;850;624
A;816;635;816;642;823;642;823;635
D;1019;1584;1019;1601;1028;1601;1028;1584
D;785;1664;785;1692;806;1692;806;1664
C;1043;1685;1043;1715;1065;1715;1065;1685
A;611;1778;611;1786;617;1786;617;1778
A;1056;1809;1056;1809;1056;1809;1056;1809
D;1042;2363;1042;2392;1066;2392;1066;2363
A;870;2591;870;2607;878;2607;878;2591
B;672;2635;672;2652;681;2652;681;2635
