name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;745;0;745;3057;1044;3057;1044;0
header;205;126;205;184;1833;184;1833;126
A;1008;214;1008;243;1028;243;1028;214
A;979;268;979;284;989;284;989;268
B;1008;915;1008;942;1028;942;1028;915
A;909;1410;909;1414;914;1414;914;1410
A;936;1410;936;1426;944;1426;944;1410
A;910;1423;910;1427;915;1427;915;1423
C;1004;1592;1004;1620;1024;1620;1024;1592
A;893;2098;893;2114;901;2114;901;2098
D;1006;2271;1006;2300;1027;2300;1027;2271
B;769;2867;769;2893;788;2893;788;2867
